file_name,label,split
1337ad-20170321-amr/wav/de4-72.wav,de,train
1337ad-20170321-amr/wav/de4-74.wav,de,train
1337ad-20170321-amr/wav/de4-68.wav,de,train
1337ad-20170321-amr/wav/de4-70.wav,de,train
1337ad-20170321-amr/wav/de4-75.wav,de,train
1337ad-20170321-amr/wav/de4-71.wav,de,train
1337ad-20170321-amr/wav/de4-69.wav,de,train
1337ad-20170321-amr/wav/de4-73.wav,de,train
1337ad-20170321-amr/wav/de4-67.wav,de,train
1337ad-20170321-amr/wav/de4-76.wav,de,train
1337ad-20170321-bej/wav/de6-47.wav,de,train
1337ad-20170321-bej/wav/de6-48.wav,de,train
1337ad-20170321-bej/wav/de6-49.wav,de,train
1337ad-20170321-bej/wav/de6-50.wav,de,train
1337ad-20170321-bej/wav/de6-54.wav,de,train
1337ad-20170321-bej/wav/de6-51.wav,de,train
1337ad-20170321-bej/wav/de6-55.wav,de,train
1337ad-20170321-bej/wav/de6-52.wav,de,train
1337ad-20170321-bej/wav/de6-56.wav,de,train
1337ad-20170321-bej/wav/de6-53.wav,de,train
1337ad-20170321-blf/wav/de9-164.wav,de,train
1337ad-20170321-blf/wav/de9-160.wav,de,train
1337ad-20170321-blf/wav/de9-165.wav,de,train
1337ad-20170321-blf/wav/de9-159.wav,de,train
1337ad-20170321-blf/wav/de9-166.wav,de,train
1337ad-20170321-blf/wav/de9-163.wav,de,train
1337ad-20170321-blf/wav/de9-168.wav,de,train
1337ad-20170321-blf/wav/de9-162.wav,de,train
1337ad-20170321-blf/wav/de9-167.wav,de,train
1337ad-20170321-blf/wav/de9-161.wav,de,train
1337ad-20170321-czb/wav/de11-100.wav,de,test
1337ad-20170321-czb/wav/de11-097.wav,de,test
1337ad-20170321-czb/wav/de11-101.wav,de,test
1337ad-20170321-czb/wav/de11-103.wav,de,test
1337ad-20170321-czb/wav/de11-096.wav,de,test
1337ad-20170321-czb/wav/de11-099.wav,de,test
1337ad-20170321-czb/wav/de11-095.wav,de,test
1337ad-20170321-czb/wav/de11-098.wav,de,test
1337ad-20170321-czb/wav/de11-102.wav,de,test
1337ad-20170321-czb/wav/de11-104.wav,de,test
1337ad-20170321-hii/wav/de9-144.wav,de,test
1337ad-20170321-hii/wav/de9-148.wav,de,test
1337ad-20170321-hii/wav/de9-147.wav,de,test
1337ad-20170321-hii/wav/de9-150.wav,de,test
1337ad-20170321-hii/wav/de9-145.wav,de,test
1337ad-20170321-hii/wav/de9-152.wav,de,test
1337ad-20170321-hii/wav/de9-151.wav,de,test
1337ad-20170321-hii/wav/de9-146.wav,de,test
1337ad-20170321-hii/wav/de9-149.wav,de,test
1337ad-20170321-hii/wav/de9-143.wav,de,test
1337ad-20170321-kgs/wav/de11-035.wav,de,valid
1337ad-20170321-kgs/wav/de11-042.wav,de,valid
1337ad-20170321-kgs/wav/de11-039.wav,de,valid
1337ad-20170321-kgs/wav/de11-043.wav,de,valid
1337ad-20170321-kgs/wav/de11-037.wav,de,valid
1337ad-20170321-kgs/wav/de11-038.wav,de,valid
1337ad-20170321-kgs/wav/de11-034.wav,de,valid
1337ad-20170321-kgs/wav/de11-041.wav,de,valid
1337ad-20170321-kgs/wav/de11-040.wav,de,valid
1337ad-20170321-kgs/wav/de11-036.wav,de,valid
1337ad-20170321-mba/wav/de7-020.wav,de,test
1337ad-20170321-mba/wav/de7-013.wav,de,test
1337ad-20170321-mba/wav/de7-017.wav,de,test
1337ad-20170321-mba/wav/de7-014.wav,de,test
1337ad-20170321-mba/wav/de7-019.wav,de,test
1337ad-20170321-mba/wav/de7-021.wav,de,test
1337ad-20170321-mba/wav/de7-018.wav,de,test
1337ad-20170321-mba/wav/de7-016.wav,de,test
1337ad-20170321-mba/wav/de7-015.wav,de,test
1337ad-20170321-mba/wav/de7-012.wav,de,test
1337ad-20170321-ntd/wav/de11-138.wav,de,train
1337ad-20170321-ntd/wav/de11-136.wav,de,train
1337ad-20170321-ntd/wav/de11-142.wav,de,train
1337ad-20170321-ntd/wav/de11-137.wav,de,train
1337ad-20170321-ntd/wav/de11-140.wav,de,train
1337ad-20170321-ntd/wav/de11-135.wav,de,train
1337ad-20170321-ntd/wav/de11-143.wav,de,train
1337ad-20170321-ntd/wav/de11-144.wav,de,train
1337ad-20170321-ntd/wav/de11-141.wav,de,train
1337ad-20170321-ntd/wav/de11-139.wav,de,train
1337ad-20170321-qbd/wav/de3-04.wav,de,test
1337ad-20170321-qbd/wav/de3-02.wav,de,test
1337ad-20170321-qbd/wav/de2-38.wav,de,test
1337ad-20170321-qbd/wav/de2-39.wav,de,test
1337ad-20170321-qbd/wav/de2-37.wav,de,test
1337ad-20170321-qbd/wav/de3-01.wav,de,test
1337ad-20170321-qbd/wav/de2-35.wav,de,test
1337ad-20170321-qbd/wav/de3-03.wav,de,test
1337ad-20170321-qbd/wav/de2-36.wav,de,test
1337ad-20170321-qbd/wav/de2-40.wav,de,test
1337ad-20170321-ufl/wav/de3-40.wav,de,train
1337ad-20170321-ufl/wav/de3-43.wav,de,train
1337ad-20170321-ufl/wav/de3-39.wav,de,train
1337ad-20170321-ufl/wav/de3-41.wav,de,train
1337ad-20170321-ufl/wav/de3-45.wav,de,train
1337ad-20170321-ufl/wav/de3-38.wav,de,train
1337ad-20170321-ufl/wav/de3-46.wav,de,train
1337ad-20170321-ufl/wav/de3-37.wav,de,train
1337ad-20170321-ufl/wav/de3-42.wav,de,train
1337ad-20170321-ufl/wav/de3-44.wav,de,train
1337ad-20170321-urq/wav/de11-022.wav,de,test
1337ad-20170321-urq/wav/de11-021.wav,de,test
1337ad-20170321-urq/wav/de11-017.wav,de,test
1337ad-20170321-urq/wav/de11-016.wav,de,test
1337ad-20170321-urq/wav/de11-019.wav,de,test
1337ad-20170321-urq/wav/de11-020.wav,de,test
1337ad-20170321-urq/wav/de11-018.wav,de,test
1337ad-20170321-urq/wav/de11-023.wav,de,test
1337ad-20170321-urq/wav/de11-014.wav,de,test
1337ad-20170321-urq/wav/de11-015.wav,de,test
1337ad-20170321-vyr/wav/de3-59.wav,de,train
1337ad-20170321-vyr/wav/de3-56.wav,de,train
1337ad-20170321-vyr/wav/de3-61.wav,de,train
1337ad-20170321-vyr/wav/de3-57.wav,de,train
1337ad-20170321-vyr/wav/de3-60.wav,de,train
1337ad-20170321-vyr/wav/de3-58.wav,de,train
1337ad-20170321-vyr/wav/de3-55.wav,de,train
1337ad-20170321-vyr/wav/de3-54.wav,de,train
1337ad-20170321-vyr/wav/de3-62.wav,de,train
1337ad-20170321-vyr/wav/de3-63.wav,de,train
1337ad-20170321-vzg/wav/de9-060.wav,de,train
1337ad-20170321-vzg/wav/de9-054.wav,de,train
1337ad-20170321-vzg/wav/de9-053.wav,de,train
1337ad-20170321-vzg/wav/de9-055.wav,de,train
1337ad-20170321-vzg/wav/de9-061.wav,de,train
1337ad-20170321-vzg/wav/de9-059.wav,de,train
1337ad-20170321-vzg/wav/de9-062.wav,de,train
1337ad-20170321-vzg/wav/de9-057.wav,de,train
1337ad-20170321-vzg/wav/de9-058.wav,de,train
1337ad-20170321-vzg/wav/de9-056.wav,de,train
1337ad-20170321-yqy/wav/de10-058.wav,de,valid
1337ad-20170321-yqy/wav/de10-059.wav,de,valid
1337ad-20170321-yqy/wav/de10-052.wav,de,valid
1337ad-20170321-yqy/wav/de10-053.wav,de,valid
1337ad-20170321-yqy/wav/de10-057.wav,de,valid
1337ad-20170321-yqy/wav/de10-051.wav,de,valid
1337ad-20170321-yqy/wav/de10-060.wav,de,valid
1337ad-20170321-yqy/wav/de10-054.wav,de,valid
1337ad-20170321-yqy/wav/de10-056.wav,de,valid
1337ad-20170321-yqy/wav/de10-055.wav,de,valid
ALI-20130113-iyl/wav/de10-024.wav,de,train
ALI-20130113-iyl/wav/de10-027.wav,de,train
ALI-20130113-iyl/wav/de10-019.wav,de,train
ALI-20130113-iyl/wav/de10-026.wav,de,train
ALI-20130113-iyl/wav/de10-018.wav,de,train
ALI-20130113-iyl/wav/de10-025.wav,de,train
ALI-20130113-iyl/wav/de10-020.wav,de,train
ALI-20130113-iyl/wav/de10-022.wav,de,train
ALI-20130113-iyl/wav/de10-023.wav,de,train
ALI-20130113-iyl/wav/de10-021.wav,de,train
AdrianTovar-20080727-bxq/wav/de11-071.wav,de,train
AdrianTovar-20080727-bxq/wav/de11-068.wav,de,train
AdrianTovar-20080727-bxq/wav/de11-074.wav,de,train
AdrianTovar-20080727-bxq/wav/de11-077.wav,de,train
AdrianTovar-20080727-bxq/wav/de11-070.wav,de,train
AdrianTovar-20080727-bxq/wav/de11-069.wav,de,train
AdrianTovar-20080727-bxq/wav/de11-073.wav,de,train
AdrianTovar-20080727-bxq/wav/de11-076.wav,de,train
AdrianTovar-20080727-bxq/wav/de11-072.wav,de,train
AdrianTovar-20080727-bxq/wav/de11-075.wav,de,train
AdrianTovar-20080727-gov/wav/de2-19.wav,de,train
AdrianTovar-20080727-gov/wav/de2-23.wav,de,train
AdrianTovar-20080727-gov/wav/de2-25.wav,de,train
AdrianTovar-20080727-gov/wav/de2-28.wav,de,train
AdrianTovar-20080727-gov/wav/de2-22.wav,de,train
AdrianTovar-20080727-gov/wav/de2-24.wav,de,train
AdrianTovar-20080727-gov/wav/de2-26.wav,de,train
AdrianTovar-20080727-gov/wav/de2-20.wav,de,train
AdrianTovar-20080727-gov/wav/de2-27.wav,de,train
AdrianTovar-20080727-gov/wav/de2-21.wav,de,train
AdrianTovar-20080727-iif/wav/de10-136.wav,de,train
AdrianTovar-20080727-iif/wav/de10-140.wav,de,train
AdrianTovar-20080727-iif/wav/de10-135.wav,de,train
AdrianTovar-20080727-iif/wav/de10-137.wav,de,train
AdrianTovar-20080727-iif/wav/de10-139.wav,de,train
AdrianTovar-20080727-iif/wav/de10-143.wav,de,train
AdrianTovar-20080727-iif/wav/de10-134.wav,de,train
AdrianTovar-20080727-iif/wav/de10-141.wav,de,train
AdrianTovar-20080727-iif/wav/de10-138.wav,de,train
AdrianTovar-20080727-iif/wav/de10-142.wav,de,train
AdrianTovar-20080727-paz/wav/de3-23.wav,de,valid
AdrianTovar-20080727-paz/wav/de3-25.wav,de,valid
AdrianTovar-20080727-paz/wav/de3-21.wav,de,valid
AdrianTovar-20080727-paz/wav/de3-22.wav,de,valid
AdrianTovar-20080727-paz/wav/de3-20.wav,de,valid
AdrianTovar-20080727-paz/wav/de3-19.wav,de,valid
AdrianTovar-20080727-paz/wav/de3-16.wav,de,valid
AdrianTovar-20080727-paz/wav/de3-24.wav,de,valid
AdrianTovar-20080727-paz/wav/de3-17.wav,de,valid
AdrianTovar-20080727-paz/wav/de3-18.wav,de,valid
AdrianTovar-20080727-qxd/wav/de9-117.wav,de,train
AdrianTovar-20080727-qxd/wav/de9-116.wav,de,train
AdrianTovar-20080727-qxd/wav/de9-112.wav,de,train
AdrianTovar-20080727-qxd/wav/de9-114.wav,de,train
AdrianTovar-20080727-qxd/wav/de9-109.wav,de,train
AdrianTovar-20080727-qxd/wav/de9-113.wav,de,train
AdrianTovar-20080727-qxd/wav/de9-108.wav,de,train
AdrianTovar-20080727-qxd/wav/de9-110.wav,de,train
AdrianTovar-20080727-qxd/wav/de9-111.wav,de,train
AdrianTovar-20080727-qxd/wav/de9-115.wav,de,train
AdrianTovar-20080727-xjh/wav/de11-145.wav,de,train
AdrianTovar-20080727-xjh/wav/de11-151.wav,de,train
AdrianTovar-20080727-xjh/wav/de11-142.wav,de,train
AdrianTovar-20080727-xjh/wav/de11-150.wav,de,train
AdrianTovar-20080727-xjh/wav/de11-148.wav,de,train
AdrianTovar-20080727-xjh/wav/de11-146.wav,de,train
AdrianTovar-20080727-xjh/wav/de11-147.wav,de,train
AdrianTovar-20080727-xjh/wav/de11-143.wav,de,train
AdrianTovar-20080727-xjh/wav/de11-144.wav,de,train
AdrianTovar-20080727-xjh/wav/de11-149.wav,de,train
AndreyBarrientosCostaRica-20130709-cjw/wav/de11-027.wav,de,valid
AndreyBarrientosCostaRica-20130709-cjw/wav/de11-031.wav,de,valid
AndreyBarrientosCostaRica-20130709-cjw/wav/de11-024.wav,de,valid
AndreyBarrientosCostaRica-20130709-cjw/wav/de11-028.wav,de,valid
AndreyBarrientosCostaRica-20130709-cjw/wav/de11-032.wav,de,valid
AndreyBarrientosCostaRica-20130709-cjw/wav/de11-023.wav,de,valid
AndreyBarrientosCostaRica-20130709-cjw/wav/de11-029.wav,de,valid
AndreyBarrientosCostaRica-20130709-cjw/wav/de11-025.wav,de,valid
AndreyBarrientosCostaRica-20130709-cjw/wav/de11-026.wav,de,valid
AndreyBarrientosCostaRica-20130709-cjw/wav/de11-030.wav,de,valid
AndreyBarrientosCostaRica-20130710-hct/wav/de5-061.wav,de,test
AndreyBarrientosCostaRica-20130710-hct/wav/de5-059.wav,de,test
AndreyBarrientosCostaRica-20130710-hct/wav/de5-062.wav,de,test
AndreyBarrientosCostaRica-20130710-hct/wav/de5-058.wav,de,test
AndreyBarrientosCostaRica-20130710-hct/wav/de5-054.wav,de,test
AndreyBarrientosCostaRica-20130710-hct/wav/de5-056.wav,de,test
AndreyBarrientosCostaRica-20130710-hct/wav/de5-060.wav,de,test
AndreyBarrientosCostaRica-20130710-hct/wav/de5-057.wav,de,test
AndreyBarrientosCostaRica-20130710-hct/wav/de5-053.wav,de,test
AndreyBarrientosCostaRica-20130710-hct/wav/de5-055.wav,de,test
AndreyBarrientosCostaRica-20130710-lud/wav/de10-156.wav,de,valid
AndreyBarrientosCostaRica-20130710-lud/wav/de10-159.wav,de,valid
AndreyBarrientosCostaRica-20130710-lud/wav/de10-154.wav,de,valid
AndreyBarrientosCostaRica-20130710-lud/wav/de10-152.wav,de,valid
AndreyBarrientosCostaRica-20130710-lud/wav/de10-155.wav,de,valid
AndreyBarrientosCostaRica-20130710-lud/wav/de10-158.wav,de,valid
AndreyBarrientosCostaRica-20130710-lud/wav/de10-151.wav,de,valid
AndreyBarrientosCostaRica-20130710-lud/wav/de10-153.wav,de,valid
AndreyBarrientosCostaRica-20130710-lud/wav/de10-157.wav,de,valid
AndreyBarrientosCostaRica-20130710-lud/wav/de10-150.wav,de,valid
AndreyBarrientosCostaRica-20130720-pyu/wav/de10-003.wav,de,valid
AndreyBarrientosCostaRica-20130720-pyu/wav/de10-005.wav,de,valid
AndreyBarrientosCostaRica-20130720-pyu/wav/de10-011.wav,de,valid
AndreyBarrientosCostaRica-20130720-pyu/wav/de10-012.wav,de,valid
AndreyBarrientosCostaRica-20130720-pyu/wav/de10-010.wav,de,valid
AndreyBarrientosCostaRica-20130720-pyu/wav/de10-009.wav,de,valid
AndreyBarrientosCostaRica-20130720-pyu/wav/de10-004.wav,de,valid
AndreyBarrientosCostaRica-20130720-pyu/wav/de10-007.wav,de,valid
AndreyBarrientosCostaRica-20130720-pyu/wav/de10-006.wav,de,valid
AndreyBarrientosCostaRica-20130720-pyu/wav/de10-008.wav,de,valid
AnnaKarpekewitsch-20091129-jbu/wav/de9-026.wav,de,train
AnnaKarpekewitsch-20091129-jbu/wav/de9-031.wav,de,train
AnnaKarpekewitsch-20091129-jbu/wav/de9-029.wav,de,train
AnnaKarpekewitsch-20091129-jbu/wav/de9-028.wav,de,train
AnnaKarpekewitsch-20091129-jbu/wav/de9-025.wav,de,train
AnnaKarpekewitsch-20091129-jbu/wav/de9-030.wav,de,train
AnnaKarpekewitsch-20091129-jbu/wav/de9-033.wav,de,train
AnnaKarpekewitsch-20091129-jbu/wav/de9-027.wav,de,train
AnnaKarpekewitsch-20091129-jbu/wav/de9-032.wav,de,train
AnnaKarpekewitsch-20091129-jbu/wav/de9-034.wav,de,train
BRwgt-20140228-bgs/wav/de8-024.wav,de,test
BRwgt-20140228-bgs/wav/de8-022.wav,de,test
BRwgt-20140228-bgs/wav/de8-028.wav,de,test
BRwgt-20140228-bgs/wav/de8-026.wav,de,test
BRwgt-20140228-bgs/wav/de8-027.wav,de,test
BRwgt-20140228-bgs/wav/de8-023.wav,de,test
BRwgt-20140228-bgs/wav/de8-031.wav,de,test
BRwgt-20140228-bgs/wav/de8-030.wav,de,test
BRwgt-20140228-bgs/wav/de8-029.wav,de,test
BRwgt-20140228-bgs/wav/de8-025.wav,de,test
BRwgt-20140228-ewk/wav/de8-068.wav,de,train
BRwgt-20140228-ewk/wav/de8-063.wav,de,train
BRwgt-20140228-ewk/wav/de8-064.wav,de,train
BRwgt-20140228-ewk/wav/de8-071.wav,de,train
BRwgt-20140228-ewk/wav/de8-065.wav,de,train
BRwgt-20140228-ewk/wav/de8-067.wav,de,train
BRwgt-20140228-ewk/wav/de8-066.wav,de,train
BRwgt-20140228-ewk/wav/de8-069.wav,de,train
BRwgt-20140228-ewk/wav/de8-072.wav,de,train
BRwgt-20140228-ewk/wav/de8-070.wav,de,train
BRwgt-20140228-kwo/wav/de8-118.wav,de,train
BRwgt-20140228-kwo/wav/de8-120.wav,de,train
BRwgt-20140228-kwo/wav/de8-122.wav,de,train
BRwgt-20140228-kwo/wav/de8-117.wav,de,train
BRwgt-20140228-kwo/wav/de8-123.wav,de,train
BRwgt-20140228-kwo/wav/de8-115.wav,de,train
BRwgt-20140228-kwo/wav/de8-121.wav,de,train
BRwgt-20140228-kwo/wav/de8-116.wav,de,train
BRwgt-20140228-kwo/wav/de8-119.wav,de,train
BRwgt-20140228-kwo/wav/de8-114.wav,de,train
BRwgt-20140228-msx/wav/de8-139.wav,de,train
BRwgt-20140228-msx/wav/de8-137.wav,de,train
BRwgt-20140228-msx/wav/de8-140.wav,de,train
BRwgt-20140228-msx/wav/de8-143.wav,de,train
BRwgt-20140228-msx/wav/de8-135.wav,de,train
BRwgt-20140228-msx/wav/de8-141.wav,de,train
BRwgt-20140228-msx/wav/de8-138.wav,de,train
BRwgt-20140228-msx/wav/de8-142.wav,de,train
BRwgt-20140228-msx/wav/de8-136.wav,de,train
BRwgt-20140228-msx/wav/de8-134.wav,de,train
BRwgt-20140228-nrb/wav/de11-138.wav,de,train
BRwgt-20140228-nrb/wav/de11-133.wav,de,train
BRwgt-20140228-nrb/wav/de11-136.wav,de,train
BRwgt-20140228-nrb/wav/de11-137.wav,de,train
BRwgt-20140228-nrb/wav/de11-140.wav,de,train
BRwgt-20140228-nrb/wav/de11-135.wav,de,train
BRwgt-20140228-nrb/wav/de11-134.wav,de,train
BRwgt-20140228-nrb/wav/de11-141.wav,de,train
BRwgt-20140228-nrb/wav/de11-139.wav,de,train
BRwgt-20140228-nrb/wav/de11-132.wav,de,train
BRwgt-20140228-qlo/wav/de8-094.wav,de,train
BRwgt-20140228-qlo/wav/de8-096.wav,de,train
BRwgt-20140228-qlo/wav/de8-098.wav,de,train
BRwgt-20140228-qlo/wav/de8-099.wav,de,train
